번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
963,3657,방범용,가로변,서정동성당 입구 앞,탄현로 23,서정동 427-25,37.0321,127.0253,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
964,3660,방범용,가로변,현촌초교 입구 옆,현촌3길 10,용이동 593-1,37.0001,127.0753,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
965,3663,방범용,가로변,창의유치원 앞,옥길1길 156-2,옥길리 287-7,37.0134,126.5345,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
966,3666,방범용,가로변,다우리어린이집 진입로 삼거리,-,용이동 10,37.0005,127.0829,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
967,3670,방범용,가로변,2oz 카페 건너편,동부공원로14번길 1,용이동 10,36.5935,127.0641,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
968,16621,방범용,가로변,-,평궁길 195,평궁리 110-3,36.968,127.0964,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
969,16625,방범용,가로변,-,평궁길 226,평궁리 56-14,36.9676,127.0994,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
970,16629,방범용,가로변,-,-,함정리 115-9,36.9543,127.0161,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
971,16634,방범용,가로변,-,여술1길 100,도곡리 1117-11,36.99,126.8414,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
972,16637,방범용,가로변,-,원도곡길 12,도곡리 740-1,36.9863,126.8649,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
973,16641,방범용,가로변,-,-,방림리 250-29,36.9755,126.8845,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
974,16645,방범용,가로변,포승중학교 통학로,-,방림리 산 64-7,36.9817,126.8824,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
975,16648,방범용,가로변,-,-,신영리 산211-1,36.9467,126.8705,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
976,16652,방범용,가로변,-,여술1길 100,도곡리 1117-11,36.9899,126.841,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
977,16657,방범용,가로변,해군원정아파트 입구_평택항 방향,2함대길 60,원정리 1278,36.9942,126.8329,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
978,16661,방범용,가로변,-,포승원정4길 22,원정리 221-43,36.9997,126.8365,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
979,16665,방범용,가로변,-,포승원정5길 18-6,원정리 279-5,36.9977,126.8368,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
980,16668,방범용,가로변,사거리,-,홍원리 719,37.0145,126.8964,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
981,16673,방범용,가로변,-,-,덕목리 558-5,36.9556,126.9566,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
982,16677,방범용,가로변,-,-,신왕리 152-6,36.9374,126.9684,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
983,16682,방범용,가로변,부용초 정문,-,객사리 134-7,36.9646,127.0599,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
984,16686,방범용,가로변,대농마트 간판 옆,-,남산리 98-38,36.9636,127.065,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
985,16694,방범용,가로변,공원입구,-,두리 123-14,36.9768,127.0649,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
986,16698,방범용,가로변,마을안 삼거리,-,두리 40-10,36.9706,127.0626,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
987,16702,방범용,가로변,금강팰리스F동 인근,-,두리 228-18,36.9698,127.0619,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
988,16705,방범용,가로변,경기유치원 인근,-,현화리 산34,36.9766,126.9211,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
989,16710,방범용,가로변,내기초 후문,-,내기리 658,36.9787,126.8721,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
990,16714,방범용,가로변,버스정류장 인근,-,도곡리 323,36.9931,126.8541,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
991,16718,방범용,가로변,버스정류장 인근,홍원농깨길 121,홍원리 988,37.0279,126.8674,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
992,16722,방범용,가로변,버스정류장 인근,-,고렴리 279-1,37.051,126.9292,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
993,16725,방범용,가로변,SWI공장 인근,-,고렴리 759-2,37.0647,126.924,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
994,16729,방범용,가로변,고잔제일교회 앞,-,고잔리 산126-13,37.0445,126.8967,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
995,22069,방범용,가로변,-,안현로 438-9,안중리 228-9,36.9883,126.9332,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
996,22070,방범용,가로변,-,-,현화리 651-24,36.9914,126.9163,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
997,843,방범용,가로변,스타당구장 앞,점촌1로42번길 40,서정동 885,37.0644,127.0565,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
998,845,방범용,가로변,UP마트 앞,점촌로 1,서정동 879-10,37.0637,127.0541,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
999,847,방범용,가로변,화성빌라 앞 (주택가 사거리),점촌1로18번길 6,서정동 898-1,37.0625,127.0551,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1000,848,방범용,가로변,삼두빌라 다동 앞 (주택가 2거리),수월암4길 153-1,수월암리 264-4,37.1332,127.0291,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1001,849,방범용,가로변,송탄농협 서탄지점 앞 사거리,서탄로 282,금암리 251-6,37.108,127.034,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1002,850,방범용,가로변,마을 진입로 삼거리,수월암2길 50,수월암리 603,37.1196,127.0323,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1003,851,방범용,가로변,금각1리마을다목적회관 앞 (삼거리),용소금각로 438,금각리 285-16,37.0704,127.0081,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1004,852,방범용,가로변,버스정류장 앞 (도로 2거리),-,내천리 101-5,37.1289,127.013,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1005,853,방범용,가로변,마을 진입로  삼거리,수월암1길 133-3,수월암리 94-1,37.1232,127.0454,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1006,854,방범용,가로변,준엔지니어링 앞 (주택가 삼거리),마두2길 115,마두리 64-96,37.1064,127.0249,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1007,855,방범용,가로변,회화배수장 입구 앞 (도로 삼거리),-,회화리 388-2,37.0976,127.0273,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1008,856,방범용,가로변,장미공원 진입로 삼거리 주변,-,세교동 230-32 세교동229-10,37.0065,127.075,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1009,857,방범용,가로변,동원아트빌 부근 (주택가 2거리),은실1길 15,세교동 191-11,37.003,127.0769,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1010,858,방범용,가로변,범양아파트 삼거리 (도로 삼거리),경기대로 663,세교동 433-13,37.0195,127.0858,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1011,859,방범용,가로변,장미타운 1동 건너편,은실5길 64-5,세교동 432-38,37.0072,127.0754,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1012,860,방범용,가로변,10통 경로당 앞 사거리,지제로 116,지제동 881-13,37.0213,127.0592,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1013,861,방범용,가로변,철학관 부근 (주택가 2거리),탄현로371번길 18,독곡동 398-15,37.0854,127.0583,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1014,862,방범용,가로변,월남쌈김사상 옆 삼거리,오좌동길 106,독곡동 386-1,37.0869,127.0627,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1015,863,방범용,가로변,세븐일레븐 평택지산코아루점 사거리 건너편,지산로 138,지산동 580-4,37.0813,127.07,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1016,865,방범용,가로변,서울의료기 뒷면 주택가 골목 삼거리,지산2로96번길 15-1,지산동 1050,37.0801,127.0614,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1017,866,방범용,가로변,삼일철물건재 앞 사거리,동막길 4,지산동 223-19,37.0745,127.0903,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1018,867,방범용,가로변,송탄동성교회 주차장 주변 (주택가 삼거리),탄현로388번길 37,독곡동 405-19,37.0844,127.0593,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1019,868,방범용,가로변,락토맨션 앞 (주택가 2거리),탄현로388번길 13,독곡동 361,37.0857,127.0597,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1020,869,방범용,가로변,3차 현대하우징 주변 (도로 2거리),지산천로 34-30,독곡동 349-1,37.0834,127.0636,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1021,870,방범용,가로변,원도일마을회관 앞 (주택가 삼거리),원도일길 35,도일동 697-6,37.0423,127.1031,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1022,871,방범용,가로변,함께하는교회 옆,-,가재동 181-27,37.0408,127.085,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1023,872,방범용,가로변,목천슈퍼 앞 (주택가 삼거리),목천로17번길 37,신장동 329-9,37.0844,127.0538,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1024,873,방범용,가로변,세븐일레븐 평택신장목천점 건너편 지하도,목천로 17,신장동 203,37.0823,127.0544,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1025,877,방범용,가로변,"송서깍두기 앞, 태광중학교 통학로",복창로 57,신장동 267-64,37.0736,127.0512,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1026,879,방범용,가로변,제일교회 입구 앞 삼거리,신서로 27-7,신장동 267-111,37.0745,127.0485,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1027,2123,방범용,가로변,홍원4리 진입 교차로,만석길 7,홍원리 127-4,37.0147,126.8786,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1028,2126,방범용,가로변,동방도어테크 앞 삼거리,포승남로 268,방림리 599-7,36.9604,126.887,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1029,2129,방범용,가로변,홍원초교 버스정류장 건너편,포승장안로 315,홍원리 40-42,37.0117,126.8877,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1030,2132,방범용,가로변,도곡5리 노인정 앞,무수길 5,도곡리 900-8,36.9855,126.8722,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1031,16732,방범용,가로변,백봉2리마을회관 인근,-,백봉리 267-2,37.0342,126.9808,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1032,16736,방범용,가로변,백봉1리 버스정류장,-,백봉리 489-2,37.0321,126.9909,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1033,16741,방범용,가로변,농장지대 입구,-,어연리 282-30,37.0498,126.9944,양방향,N,N,N,CCTV,2020,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1034,16746,방범용,가로변,-,-,옥길리 1067-5,37.0247,126.9115,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1035,16750,방범용,가로변,유승한내들 앞 공원,-,옥길리 1155,37.024,126.9252,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1036,16753,방범용,가로변,율북5리 마을삼거리,-,율북리 985,37.0689,126.9787,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1037,13,방범용,가로변,"세교공원 건너편 부근, 근처 세교초등학교 (2거리)",세교1로 36,세교동 556-1,37.0032,127.0838,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1038,14,방범용,가로변,법원사거리 동삭교 부근,동삭로 166,세교동 571-20,37.0028,127.0883,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1039,15,방범용,가로변,"향촌공원 건너편 교촌치킨 앞, 중앙초",경기대로 761,세교동 560-1,37.0023,127.0793,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1040,20016,방범용,가로변,평택여고 삼거리,-,동삭동 214-1,37.0122,127.0923,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1041,6100,방범용,가로변,중앙초교 뒷편 성도마트 앞 (주택가 사거리),은실1길 14,세교동 188-39,37.0025,127.0771,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1042,18,방범용,가로변,은실연립 입구 주변 (주택가 삼거리),은실3길 12,세교동 204-26,37.0037,127.075,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1043,4118,방범용,가로변,"CU지제교차로점 앞 (가게 앞 주차장, 2거리)",지제로 134-4,지제동 902-1,37.0218,127.0568,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1044,20,방범용,가로변,까꿍놀이방 근처 (삼거리),원평로105번길 12,통복동 128-6,36.9938,127.0796,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1045,21,방범용,가로변,서울한의원 앞 (지하차도 2거리),통복로26번길 2,통복동 156-1,36.9943,127.0828,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1046,22,방범용,가로변,원평공원 내 놀이터 주변 (삼성아파트 앞 공원 내),-,통복동 169,36.9904,127.0797,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1047,6101,방범용,가로변,평화교회 뒷편 통복천 진입로 (2거리),통복시장로54번길 43,통복동 540,37.0012,127.0871,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1048,24,방범용,가로변,평택농협 원평지점 앞,원평2로27번길 2,평택동 89-27,36.9905,127.0819,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1049,26,방범용,가로변,JC공원 동우자인채 방향,-,평택동 38,36.9937,127.088,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1050,28,방범용,가로변,ES 주얼리 앞,평택1로9번길 33,평택동 60-13,36.9938,127.0855,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1051,30,방범용,가로변,KT대리점(명동점) 앞,평택2로 12,평택동 43-8,36.9922,127.0881,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1052,31,방범용,가로변,군문초교 뒷편 공원 부근 (2거리),-,군문동 360-3,36.988,127.0844,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1053,32,방범용,가로변,세븐일레븐 평택본 앞,평택2로20번길 23,평택동 289-4,36.9921,127.0896,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1054,33,방범용,가로변,삼성아파트 상가 옆,원평2로27번길 58,통복동 144-14,36.9924,127.0799,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1055,34,방범용,가로변,통미어린이공원 주변,-,합정동 749,36.9921,127.096,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1056,35,방범용,가로변,사쿠사쿠 가재우림점 앞 (도로 삼거리),막곡길 2,가재동 138-23,37.039,127.086,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1057,36,방범용,가로변,모곡119안전센터 앞 사거리,산단로 66,모곡동 441,37.037,127.0773,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1058,37,방범용,가로변,맘스터치 송탄점 앞,특구로 20,서정동 814-5,37.0671,127.0631,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1059,40,방범용,가로변,CU서정북로점 앞,서정북로125번길 6,서정동 775,37.0717,127.0633,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1060,41,방범용,가로변,화신노블레스4차 앞 (도로 2거리),관광특구로 30,서정동 847-1,37.0667,127.0618,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1061,43,방범용,가로변,태림하이츠빌라 6동 앞(충혼공원) (주택가 사거리),송일로17번길 13,서정동 855,37.0641,127.0598,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1062,44,방범용,가로변,서정공원 쓰레기배출구역 옆,지장로47번길 63,서정동 828-4,37.0696,127.0558,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1063,45,방범용,가로변,은혜빌라 앞 (주택가 사거리),송탄2로 32-1,서정동 38-11,37.0713,127.0585,양방향,N,N,N,CCTV,2020,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1064,46,방범용,가로변,도현DC 마트 앞(점촌공원),점촌로 8,서정동 895-14,37.0633,127.0549,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1065,47,방범용,가로변,영동파크빌라 앞(옹기공원),점촌로27번길 49,서정동 870-1,37.0656,127.0574,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1066,6102,방범용,가로변,우리홈마트 앞(동막골공원 주택가 사거리),특구로5번길 26,서정동 848-21,37.0661,127.0614,양방향,N,N,N,CCTV,2018,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1067,105,방범용,가로변,동부공원 놀이터2 부근 (동부근린공원 내),동부공원로 46,비전동 880,36.9953,127.1184,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1068,106,방범용,가로변,색동어린이집 주변 (비전동 정원어린이공원 주택가 2거리),매봉산4길 10,비전동 825-9,36.9965,127.1083,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1069,107,방범용,가로변,-,-,합정동 917-20,36.9781,126.8902,양방향,N,N,N,CCTV,2020,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1070,108,방범용,가로변,한미슈퍼 건너편,조개터로16번길 1,합정동 917-20,36.9886,127.1017,양방향,N,N,N,CCTV,2020,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1071,109,방범용,가로변,GS25 평택합정점 앞,조개터로26번길 31-18,합정동 904-1,36.9898,127.1042,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1072,111,방범용,가로변,유경아트빌3차 건너편,조개터로2번길 35,합정동 936-2,36.9866,127.1025,양방향,N,N,N,CCTV,2019,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1073,112,방범용,가로변,궁리사거리 야적장 옆 (도로 삼거리) / 화각2개 애매,-,궁리 389-6,37.0178,127.0218,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1074,115,방범용,가로변,포유25 송탄역점 앞,탄현1로 165,신장동 263-43,37.0747,127.0537,양방향,N,N,N,CCTV,2014,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1075,120,방범용,가로변,그레이스2 빌라 앞,신장로100번길 51,신장동 346-11,37.0833,127.0511,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1076,118,방범용,가로변,청송빌라 2동 앞(남산공원),남산로 20,신장동 636-62,37.083,127.048,양방향,N,N,N,CCTV,2016,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1077,1025,방범용,가로변,오성파출소 앞 삼거리,숙성시장길 71,숙성리 35-3,37.0021,126.9798,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1078,1026,방범용,가로변,속초생태찌개 앞 (마을입구 사거리),군문1길 3,군문동 270-2,36.9854,127.083,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1079,1027,방범용,가로변,그린카센터 옆 (화촌마을 입구 도로 삼거리),평남로 208,통복동 231-8,36.9943,127.0728,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1080,1028,방범용,가로변,한국알박 후문 앞,한산길 5,한산리 837-4,37.0475,126.9712,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1081,1029,방범용,가로변,고잔6리 마을회관 주변 주택가 앞 (마을 골목 2거리),고잔6길 136,고잔리 1002-2,37.0486,126.8904,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1082,1030,방범용,가로변,평택제일교회 뒷편 골목사거리,통복시장1로40번길 47,통복동 80-1,36.9988,127.0881,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1083,1031,방범용,가로변,연세약국 앞 (통복시장 내 사거리),통복시장2로 30-3,통복동 88-9,36.9959,127.0861,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1084,1032,방범용,가로변,참조은식당 앞 (상가 주변 도로 2거리),사거리길 21-11,석근리 2-25,36.9378,127.0491,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1085,1033,방범용,가로변,제일맛집한식뷔페 앞 (도로 2거리),추팔산단로 17,추팔리 272-1,36.9635,127.0791,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1086,1034,방범용,가로변,노와3리 양천부락 표지석 앞 (마을입구 도로 2거리),노와길 185,노와리 27-13,36.9542,127.0917,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1087,1035,방범용,가로변,"수청빌라 앞, 팽성유치원 어린이보호구역 (주택가 사거리)",부용로 105,객사리 66-16,36.9674,127.0638,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1088,1036,방범용,가로변,내기3리 마을입구,정문동길 8,내기리 170,36.9768,126.865,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1089,1037,방범용,가로변,나누리맛집 앞 (상가 앞 도로 삼거리),승학동길 11-6,내기리 24,36.9768,126.865,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1090,1038,방범용,가로변,백석중앙교회 진입로 삼거리(논 방향),서정로167번길 31,금암리 446-3,37.1092,127.0376,양방향,N,N,N,CCTV,2022,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1091,1039,방범용,가로변,"신장파출소 앞 사거리, 복창초 어린이보호구역",신서로 67,신장동 263-154,37.0721,127.0512,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1092,1040,방범용,가로변,여인천하 앞 (상가 사거리),통복시장2로29번길 30,통복동 91-12,36.9973,127.0865,양방향,N,N,N,CCTV,2015,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1093,1042,방범용,가로변,갈평육교 밑 삼거리,서정남로 131,서정동 897-6,37.0609,127.0539,양방향,N,N,N,CCTV,2021,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1094,2135,방범용,가로변,풍경채빌라 앞,오성새싹길 27,죽리 83-2,37.0098,126.9799,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1095,2141,방범용,가로변,고속도로 밑 통행로 백봉리 표지석 옆,-,백봉리 606-5,37.0309,126.9842,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1096,2144,방범용,가로변,무성산진입로 둘레길 종합안내도 앞,-,후사리 134-3,37.0348,126.9352,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1097,2147,방범용,가로변,한산3리 버스정류장 옆,판교길 4,한산리 218,37.066,126.9627,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1098,2150,방범용,가로변,창의유치원 진입 교차로,-,옥길리 201-7,37.0276,126.9118,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
1099,2156,방범용,가로변,현곡3리 버스정류장 옆,광승길 200,현곡리 127,37.0474,126.9433,양방향,N,N,N,CCTV,2017,2022-05-30,Y,평택시청,031-8024-5295,2022-05-30
