번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
260,1314,방범용,가로변,학산동부민철학원인근사거리,울산광역시 중구 옥교7길16,울산광역시 중구 학산동 8-24,35.55436853,129.3286071,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
261,1344,방범용,가로변,주택가삼거리,울산광역시 중구 화진4길72,울산광역시 중구 태화동 173,35.55629464,129.303599,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
262,1343,방범용,가로변,사거리진에어컨인근,울산광역시 중구 명정8길4,울산광역시 중구 태화동 815-10,35.55356425,129.2876595,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
263,1342,방범용,가로변,삼거리동양텍엘리베이터앞,울산광역시 중구 오산1길37,울산광역시 중구 태화동 906-2,35.55359081,129.2833634,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
264,1341,방범용,가로변,사거리주대륙오토테크인근,울산광역시 중구 난곡16길13,울산광역시 중구 태화동 888-8,35.55450534,129.2822903,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
265,1340,방범용,가로변,태화장식인근사거리,울산광역시 중구 태화로206,울산광역시 중구 태화동 483-1,35.55140442,129.2981135,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
266,1339,방범용,가로변,진영동부아파트상가인근,울산광역시 중구 신기12길38,울산광역시 중구 태화동 412-2,35.55282334,129.2973859,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
267,1338,방범용,가로변,천전농장생오리인근삼거리,울산광역시 중구 난곡17길56,울산광역시 중구 태화동 842-10,35.55661608,129.2852346,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
268,1337,방범용,가로변,도로 앞,울산광역시 중구 길촌길242-20,울산광역시 중구 유곡동 796,35.57766662,129.2898269,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
269,1267,방범용,가로변,삼거리우정빌리지인근,울산광역시 중구 우정1길44,울산광역시 중구 우정동 476-6,35.56216792,129.3123933,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
270,4035,방범용,공원,송학공원,울산광역시 중구 서원1길96,울산광역시 중구 반구동 108-19,35.55921325,129.3388331,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
271,4007,방범용,공원,다정공원,,울산광역시 중구 다운동 800,35.56367092,129.2654907,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
272,4006,방범용,공원,구루미공원,,울산광역시 중구 다운동 579,35.56041607,129.2693717,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
273,4005,방범용,공원,양지공원,,울산광역시 중구 다운동 600-10,35.55674968,129.2713609,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
274,4004,방범용,공원,운곡공원,,울산광역시 중구 다운동 516-1,35.55870141,129.2748723,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
275,4038,방범용,공원,곽남공원,,울산광역시 중구 남외동 8-8,35.5752668,129.3416482,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
276,4037,방범용,공원,해오름공원,,울산광역시 중구 남외동 501-2,35.56721167,129.3462972,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
277,4112,방범용,공원,학성공원(화장실옆),,울산광역시 중구 학성동 73,35.55478773,129.3394749,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
278,4111,방범용,공원,학성공원(체육시설앞),,울산광역시 중구 학성동 73,35.55529115,129.3391401,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
279,7014,기타,가로변,성남둔치공영주차장2,,울산광역시 중구 성남동 216,35.552842,129.317864,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
280,7013,기타,가로변,성남둔치공영주차장1,,울산광역시 중구 성남동 216,35.552842,129.317864,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
281,7012,기타,가로변,동천둔치임시주차장,,울산광역시 중구 동동 2-3,35.584233,129.347054,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
282,7011,기타,가로변,다운아파트103동건너편,,울산광역시 중구 다운동 768,35.56546064,129.2673399,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
283,7010,기타,가로변,태화둔치제1공영주차장,,울산광역시 중구 다운동 467,35.554892,129.276572,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
284,7009,기타,가로변,신삼호교공영주차장,,울산광역시 중구 다운동 486,35.555407,129.274241,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
285,4066,방범용,공원,참새미공원,,울산광역시 중구 성안동 784-1,35.57996728,129.3133202,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
286,4062,방범용,공원,성안동치유의숲함월근린공원,,울산광역시 중구 성안동 193,35.57196852,129.3205809,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
287,4046,방범용,공원,황방공원남측,,울산광역시 중구 서동 41-1,35.58214357,129.3444541,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
288,4058,방범용,공원,단장공원,,울산광역시 중구 복산동 180-2,35.56974132,129.3337275,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
289,4043,방범용,공원,산전지구소공원,,울산광역시 중구 동동 394,35.5738047,129.3498752,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
290,4042,방범용,공원,동동어린이놀이터,울산광역시 중구 병영5길25,울산광역시 중구 동동 470-23,35.57150578,129.3484452,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
291,4012,방범용,공원,입화산참살이숲야영장,,울산광역시 중구 다운동 산45-4,35.5772339,129.2770735,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
292,4011,방범용,공원,도로 앞,,울산광역시 중구 다운동 558-10,35.5559239,129.2747991,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
293,4009,방범용,공원,구름공원,,울산광역시 중구 다운동 604-1,35.55633774,129.2717094,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
294,4039,방범용,공원,정지말공원,,울산광역시 중구 남외동 502-3,35.56577008,129.3499602,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
295,4106,방범용,공원,일원태화근린공원내,,울산광역시 중구 태화동 181,35.55635794,129.301218,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
296,4088,방범용,공원,우암공원내,,울산광역시 중구 우정동 281-45,35.55624213,129.3111502,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
297,4061,방범용,공원,도화공원 내,울산광역시 중구 도화골8길14,울산광역시 중구 복산동 205-1,35.56600778,129.331932,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
298,4118,방범용,공원,학남공원,울산광역시 중구 학성공원7길7,울산광역시 중구 학성동 85-16,35.55193932,129.3391851,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
299,4102,방범용,공원,돌방공원,울산광역시 중구 유곡로77,울산광역시 중구 태화동 200-1,35.55828636,129.3007449,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
300,4101,방범용,공원,난곡공원,,울산광역시 중구 태화동 332,35.55393339,129.2866837,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
301,4100,방범용,공원,새터공원도로변,울산광역시 중구 신기4길7-2,울산광역시 중구 태화동 477-5,35.55117448,129.2971591,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
302,4015,방범용,공원,홍보공원,울산광역시 중구 난곡10길22,울산광역시 중구 태화동 928-1,35.55623748,129.2791239,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
303,4081,방범용,공원,무지근린공원,,울산광역시 중구 성안동 840-1,35.57197383,129.3138959,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
304,4031,방범용,공원,소공원,,울산광역시 중구 반구동 348-2,35.55405496,129.3485507,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
305,4014,방범용,공원,척과공원,,울산광역시 중구 다운동 519-10,35.55610682,129.2758677,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
306,1266,방범용,가로변,사거리국제강건건너편,울산광역시 중구 당산1안길11,울산광역시 중구 우정동 92-5,35.55388081,129.3137755,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
307,1239,방범용,가로변,주택가삼거리,울산광역시 중구 평산로64-3,울산광역시 중구 약사동 562-3,35.57228807,129.3371852,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
308,1231,방범용,가로변,삼거리독수리공원정문앞,울산광역시 중구 성안1길17,울산광역시 중구 성안동 518-15,35.57258109,129.3163105,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
309,1230,방범용,가로변,삼거리인근전주부착형,울산광역시 중구 풍암길193,울산광역시 중구 성안동 1456,35.59009236,129.2931945,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
310,1229,방범용,가로변,사거리애니원고후문,울산광역시 중구 성안12길24,울산광역시 중구 성안동 481-1,35.57861175,129.3220786,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
311,1228,방범용,가로변,사거리정원빌리지인근,울산광역시 중구 함월13길34,울산광역시 중구 성안동 392-7,35.57635461,129.3165365,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
312,1227,방범용,가로변,사거리경은빌,울산광역시 중구 함월8길7,울산광역시 중구 성안동 830-1,35.5734428,129.3123904,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
313,1084,방범용,가로변,빅세일마트앞,울산광역시 중구 구교8길87,울산광역시 중구 반구동 22-14,35.56678561,129.3417351,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
314,1065,방범용,가로변,새마을금고사거리,울산광역시 중구 반구정14길12,울산광역시 중구 반구동 447-12,35.55808198,129.3430478,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
315,1064,방범용,가로변,도로 앞,울산광역시 중구 반구정20길55,울산광역시 중구 반구동 880-30,35.55913299,129.3477182,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
316,1063,방범용,가로변,진성아트빌라,울산광역시 중구 내황4길44,울산광역시 중구 반구동 785-4,35.55218905,129.3441257,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
317,1123,방범용,가로변,대로탕제원,울산광역시 중구 병영6길9,울산광역시 중구 남외동 119,35.57211609,129.3470386,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
318,1122,방범용,가로변,태화슈퍼,울산광역시 중구 곽남9길15,울산광역시 중구 남외동 64-9,35.57341146,129.3426262,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
319,1302,방범용,가로변,안심마을1,울산광역시 중구 우정길42,울산광역시 중구 교동 152-9,35.56235635,129.3142226,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
320,1301,방범용,가로변,안심마을2언덕골목내,울산광역시 중구 우정길35,울산광역시 중구 우정동 463-22,35.5619913,129.3139143,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
321,1300,방범용,가로변,수성공인중개사,울산광역시 중구 한결4길2,울산광역시 중구 교동 335-12,35.55600737,129.317595,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
322,1260,방범용,가로변,LG유통건너편,울산광역시 중구 우정5길41-2,울산광역시 중구 우정동 427-3,35.56038663,129.313988,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
323,1371,방범용,가로변,금강빌라사거리,울산광역시 중구 서원14길19,울산광역시 중구 학성동 305-4,35.55729228,129.3361351,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
324,1370,방범용,가로변,행복공원,울산광역시 중구 옥교12길97-11,울산광역시 중구 학성동 464-1,35.55533576,129.3334778,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
325,1369,방범용,가로변,학성공원앞전주,울산광역시 중구 학성공원3길20,울산광역시 중구 학성동 114-2,35.55365396,129.3388011,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
326,1307,방범용,가로변,코코타운앞,울산광역시 중구 구역전길25,울산광역시 중구 학산동 75-1,35.55735433,129.327851,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
327,1328,방범용,가로변,태화동471-1우리홈타운앞,울산광역시 중구 신기9길42,울산광역시 중구 태화동 471-1,35.55051144,129.2952069,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
328,1327,방범용,가로변,태화강영양탕,울산광역시 중구 화진3길35-4,울산광역시 중구 태화동 34-11,35.55473993,129.3055743,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
329,1308,방범용,가로변,강남빌리지사거리,울산광역시 중구 옥교4길24,울산광역시 중구 옥교동 316-16,35.55338262,129.3249862,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
330,1305,방범용,가로변,영모텔앞사거리,울산광역시 중구 중앙길229,울산광역시 중구 학산동 102,35.55798438,129.3254526,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
331,1237,방범용,가로변,선진로얄빌라앞,울산광역시 중구 평산5길7-2,울산광역시 중구 약사동 809-2,35.57100495,129.3366849,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
332,1210,방범용,가로변,개인택시조합,울산광역시 중구 성안15길49,울산광역시 중구 성안동 483-8,35.57753621,129.3233053,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
333,1209,방범용,가로변,보리수마을앞,울산광역시 중구 함월2길39,울산광역시 중구 성안동 867-4,35.57334829,129.3063888,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
334,1306,방범용,가로변,투아이안경,울산광역시 중구 학성로53-1,울산광역시 중구 성남동 190-193,35.5540924,129.3171953,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
335,1146,방범용,가로변,백마주택앞,울산광역시 중구 병영성8길49,울산광역시 중구 서동 155-23,35.57717967,129.3451401,양방향,Y,N,N,,2020,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
336,1304,방범용,가로변,중부도서관입구,울산광역시 중구 도서관길60,울산광역시 중구 북정동 80-35,35.55908854,129.3212373,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
337,1193,방범용,가로변,동아맨션,울산광역시 중구 서원길38,울산광역시 중구 복산동 39-26,35.56106721,129.335346,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
338,4029,방범용,공원,서원공원내,,울산광역시 중구 반구동 677,35.55668839,129.3461093,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
339,4027,방범용,공원,태화연 캠핑장내부1,,울산광역시 중구 태화동 278-2,35.56197281,129.2864841,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
340,4028,방범용,공원,태화연 캠핑장내부2,,울산광역시 중구 태화동 278-2,35.56155451,129.2863951,양방향,Y,N,N,,2019,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
341,4107,방범용,공원,울산읍성,,울산광역시 중구 성남동 166-7,35.555242,129.319735,양방향,Y,N,N,,2020,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
342,4108,방범용,공원,서덕출공원북동측입구,,울산광역시 중구 복산동 600,35.56077941,129.3243066,양방향,Y,N,N,,2020,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
343,4109,방범용,공원,서덕출공원남동측,,울산광역시 중구 복산동 600,35.56077941,129.3243066,양방향,Y,N,N,,2020,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
344,6003,기타,가로변,태화초정문내불법주정차,,울산광역시 중구 유곡동 101-1,35.55892726,129.3060263,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
345,7001,기타,가로변,내약사천저류지,,울산광역시 중구 약사동 917-3,35.57746139,129.3360028,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
346,6002,기타,가로변,문화의거리1숨커피??,울산광역시 중구 중앙길152,울산광역시 중구 옥교동 255-2,35.55611477,129.3218087,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
347,5013,기타,가로변,국공립어린이집앞,울산광역시 중구 옥교2길83,울산광역시 중구 학산동 16-26,35.55274771,129.3302429,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
348,6001,기타,가로변,명정초그림쟁이미술학원앞,울산광역시 중구 명난로124,울산광역시 중구 태화동 736-13,35.55202775,129.2883268,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
349,5010,기타,가로변,마제스타워104동옆,울산광역시 중구 당산4길34,울산광역시 중구 우정동 202-2,35.55367771,129.3113963,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
350,5011,기타,가로변,농협옥교지점앞,울산광역시 중구 학성로103,울산광역시 중구 옥교동 264-1,35.55560211,129.3224324,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
351,5007,기타,가로변,태일분식앞,,울산광역시 중구 서동 42-1,35.58241058,129.3439066,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
352,5009,기타,가로변,청풍리버빌앞사거리혜화유치원,울산광역시 중구 서원길6,울산광역시 중구 복산동 36-36,35.56231995,129.3341145,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
353,5008,기타,가로변,장미아파트뒤,울산광역시 중구 손골4길11-3,울산광역시 중구 복산동 647-2,35.56350499,129.3255689,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
354,5004,기타,가로변,수정빌라앞,울산광역시 중구 구교10길81,울산광역시 중구 반구동 54-5,35.56440091,129.3370584,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
355,5003,기타,가로변,SK주유소뒤,울산광역시 중구 서원11길8,울산광역시 중구 반구동 744-5,35.55773701,129.3387921,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
356,5002,기타,가로변,중앙여고인근주택가,울산광역시 중구 내황2길54,울산광역시 중구 반구동 774-22,35.5529952,129.3454009,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
357,5006,기타,가로변,최현배기념관앞,울산광역시 중구 병영12길12,울산광역시 중구 동동 640-2,35.57408846,129.3469898,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
358,5001,기타,가로변,초원빌라,울산광역시 중구 운곡길23,울산광역시 중구 다운동 533-1,35.55735885,129.2761612,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
359,5005,기타,가로변,화단병영성당밑,울산광역시 중구 곽남6길44,울산광역시 중구 남외동 362,35.57168742,129.3432039,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
360,5012,기타,가로변,신흥유리옆교동목살골목,울산광역시 중구 옹수골길91,울산광역시 중구 교동 405-15,35.55659569,129.3163942,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
361,7007,기타,가로변,유곡저류지,,울산광역시 중구 유곡동 457,35.56335963,129.2954839,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
362,7002,기타,가로변,문화의전당앞주차장,,울산광역시 중구 성안동 242,35.5667261,129.3215029,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
363,7006,기타,가로변,태화강(다운초 뒤),,울산광역시 중구 다운동 826,35.55919072,129.2658834,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
364,7005,기타,가로변,척과천(다운아파트 뒤),,울산광역시 중구 다운동 794-4,35.56553979,129.2697737,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
365,7004,기타,가로변,척과천,,울산광역시 중구 다운동 313-4,35.57190502,129.2667935,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
366,7003,기타,가로변,동천강,,울산광역시 중구 반구동 952,35.55929263,129.3510929,양방향,Y,N,N,,2017,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
367,7008,기타,가로변,징검다리앞,,울산광역시 중구 남외동 964,35.56365064,129.3530563,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
368,7019,기타,가로변,태화둔치제5공영주차장,,울산광역시 중구 태화동 726-12,35.55057495,129.2900349,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
369,7018,기타,가로변,태화둔치제4공영주차장,,울산광역시 중구 태화동 776-1,35.55323748,129.2855796,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
370,7017,기타,가로변,태화둔치제3공영주차장,,울산광역시 중구 태화동 773-1,35.55311112,129.2837753,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
371,7016,기타,가로변,태화둔치제2공영주차장,,울산광역시 중구 태화동 910-14,35.55374325,129.2816517,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
372,7015,기타,가로변,강북공영주차장,,울산광역시 중구 옥교동 72-3,35.552427,129.322851,양방향,Y,N,N,,2018,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
373,4040,방범용,공원,남외공원,,울산광역시 중구 남외동 996-8,35.5651103,129.3444771,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
374,4032,방범용,공원,내황공원,,울산광역시 중구 반구동 805,35.55170415,129.3455456,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
375,4036,방범용,공원,남외공원,,울산광역시 중구 남외동 996-8,35.56477658,129.3444304,양방향,Y,N,N,,2015,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
376,4105,방범용,공원,일원명정공원,,울산광역시 중구 태화동 715,35.55230433,129.2909945,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
377,4104,방범용,공원,주택가,울산광역시 중구 난곡4길25,울산광역시 중구 태화동 894-11,35.55600707,129.2820095,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
378,4103,방범용,공원,누리봄빌앞,울산광역시 중구 난곡15길4,울산광역시 중구 태화동 927-11,35.55581971,129.2793214,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
379,4087,방범용,공원,일원5소공원,,울산광역시 중구 우정동 482-2,35.564013,129.313149,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
380,4084,방범용,공원,일원7소공원,,울산광역시 중구 약사동 533,35.57449208,129.3385572,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
381,4083,방범용,공원,일원4소공원,,울산광역시 중구 약사동 851-4,35.570684,129.332188,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
382,4082,방범용,공원,일원2소공원,,울산광역시 중구 약사동 790,35.57136314,129.3333681,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
383,4050,방범용,공원,주택가,울산광역시 중구 병영성4길96,울산광역시 중구 서동 66-1,35.57894351,129.343129,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
384,4089,방범용,공원,바이오화학실용화센터동측,,울산광역시 중구 북정동 154-1,35.563005,129.321845,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
385,4057,방범용,공원,일원소공원,,울산광역시 중구 복산동 492-6,35.55866946,129.3286279,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
386,4056,방범용,공원,일원3소공원,,울산광역시 중구 복산동 220-5,35.566169,129.325396,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
387,4055,방범용,공원,일원1소공원,,울산광역시 중구 복산동 289-7,35.566741,129.327059,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
388,4033,방범용,공원,일원67소공원,,울산광역시 중구 반구동 342-2,35.554167,129.348333,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
389,4051,방범용,공원,주택가,울산광역시 중구 병영6길25-1,울산광역시 중구 동동 471-137,35.57208534,129.3483996,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
390,4049,방범용,공원,자성빌라사거리,울산광역시 중구 병영10길32,울산광역시 중구 동동 471-151,35.573333,129.3486121,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
391,4048,방범용,공원,도로 앞,울산광역시 중구 병영로34,울산광역시 중구 동동 748-1,35.5723004,129.3462266,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
392,4047,방범용,공원,병영선교어린이집앞,울산광역시 중구 병영12길4,울산광역시 중구 동동 666-2,35.57418524,129.346265,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
393,4021,방범용,공원,구름공원,울산광역시 중구 구루미5길59,울산광역시 중구 다운동 602-8,35.55721524,129.2702059,양방향,Y,N,N,,2016,2021-10-01,Y,울산중구청,052-290-4083,2021-10-01
